#,HEAD OF ACCOUNT,HEAD DESCRIPTION,Major Head,Sub-Major Head,Minor Head,Sub-Minor Head,Detailed Head,Object Head,Voucher Head,Area,ACTUALS 2016-17,BUDGET 2017-18,REVISED 2017-18,BUDGET 2018-19
599,1601-06-101-4093-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Urban Livelihood Mission$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Urban Livelihood Mission,NULL,NULL,NULL,General Area,0.0,1000.0,0.0,0.0
600,1601-06-101-4097-305-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Agriculture$Integrated Sample Survey$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Agriculture,Integrated Sample Survey,NULL,NULL,General Area,0.0,330.0,0.0,0.0
601,1601-06-101-4097-306-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Agriculture$Agricultural Census$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Agriculture,Agricultural Census,NULL,NULL,General Area,0.0,433.79,0.0,0.0
602,1601-06-101-4097-703-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Agriculture$Strengthening and Modernisation  of pest management$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Agriculture,Strengthening and Modernisation  of pest management,NULL,NULL,General Area,0.0,2.07,0.0,0.0
603,1601-06-101-4151-399-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Consumer & Food Distribution$Consumer Awareness Programme$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Consumer & Food Distribution,Consumer Awareness Programme,NULL,NULL,General Area,0.0,39.84,0.0,0.0
604,1601-06-101-4682-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Reimbursement  on Administration of the foreigners tribunal in assam$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Reimbursement  on Administration of the foreigners tribunal in assam,NULL,NULL,NULL,General Area,0.0,1087.75,1035.0,1190.25
605,1601-06-101-4707-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Urban infrastructure development project$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Urban infrastructure development project,NULL,NULL,NULL,General Area,0.0,1620.0,0.0,0.0
606,1601-06-101-4732-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Food Security Mission$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Food Security Mission,NULL,NULL,NULL,General Area,0.0,7461.3,0.0,0.0
607,1601-06-101-4864-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Financial Assistance to States for Computerization of TPDS Operation$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Financial Assistance to States for Computerization of TPDS Operation,NULL,NULL,NULL,General Area,0.0,1650.0,0.0,0.0
608,1601-06-101-4866-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Mahatma Gandhi NAtional Rural Employment Guarantee Scheme (MGNREGA)$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Mahatma Gandhi NAtional Rural Employment Guarantee Scheme (MGNREGA),NULL,NULL,NULL,General Area,0.0,156613.0,37305.0,42550.0
609,1601-06-101-4873-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Rajiv Awas Yojana (MOHPUA)$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Rajiv Awas Yojana (MOHPUA),NULL,NULL,NULL,General Area,0.0,120.0,0.0,0.0
610,1601-06-101-4890-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Horticulture Mission$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Horticulture Mission,NULL,NULL,NULL,General Area,0.0,3520.0,0.0,0.0
611,1601-06-101-4891-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Mission on Sustainable Agriculture$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Mission on Sustainable Agriculture,NULL,NULL,NULL,General Area,0.0,990.0,0.0,0.0
612,1601-06-101-4892-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Oil seed and Oil Palm Mission$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Oil seed and Oil Palm Mission,NULL,NULL,NULL,General Area,0.0,1988.8,0.0,0.0
613,1601-06-101-4893-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Mission on Agriculture extension and Technology$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Mission on Agriculture extension and Technology,NULL,NULL,NULL,General Area,0.0,1070.0,0.0,0.0
614,1601-06-101-4895-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Livestock Health and Disease Control Programme$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Livestock Health and Disease Control Programme,NULL,NULL,NULL,General Area,0.0,1170.4,0.0,0.0
615,1601-06-101-4899-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Conservation of Natural Resources & Ecosystem$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Conservation of Natural Resources & Ecosystem,NULL,NULL,NULL,General Area,0.0,110.0,0.0,0.0
616,1601-06-101-4900-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Human Resource in Health and Medical Education$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Human Resource in Health and Medical Education,NULL,NULL,NULL,General Area,0.0,5500.0,0.0,0.0
617,1601-06-101-4901-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Mission on AYUSH Including Mission on Medicinal Plants$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Mission on AYUSH Including Mission on Medicinal Plants,NULL,NULL,NULL,General Area,0.0,2073.2,0.0,0.0
618,1601-06-101-4902-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National AIDS & SYD Control Programme$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National AIDS & SYD Control Programme,NULL,NULL,NULL,General Area,0.0,2310.0,0.0,0.0
619,1601-06-101-4903-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Programme Nutritional Support to Primary Education (Mid-day Meal) (MDM)$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Programme Nutritional Support to Primary Education (Mid-day Meal) (MDM),NULL,NULL,NULL,General Area,0.0,77101.0,63074.0,97535.1
620,1601-06-101-4904-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Support for Educational Development Including Teachers Training & Adult$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Support for Educational Development Including Teachers Training & Adult,NULL,NULL,NULL,General Area,0.0,5108.6,0.0,0.0
621,1601-06-101-4907-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Rashtriya Uchhtar Shiksha Abhiyan$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Rashtriya Uchhtar Shiksha Abhiyan,NULL,NULL,NULL,General Area,0.0,26092.0,0.0,0.0
622,1601-06-101-4908-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Skill Development Mission$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Skill Development Mission,NULL,NULL,NULL,General Area,0.0,2100.0,0.0,0.0
623,1601-06-101-4909-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Social Security Ffor Unorganizes Workers Including Rashtriya Swasthiya Bima Yojana$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Social Security Ffor Unorganizes Workers Including Rashtriya Swasthiya Bima Yojana,NULL,NULL,NULL,General Area,0.0,2750.0,0.0,0.0
624,1601-06-101-4910-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Development of Infrastructure Facilities for judiciary including Gram Nyayalayas$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Development of Infrastructure Facilities for judiciary including Gram Nyayalayas,NULL,NULL,NULL,General Area,0.0,7000.0,0.0,0.0
625,1601-06-101-4911-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Schemes for Development of Scheduled Castes$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Schemes for Development of Scheduled Castes,NULL,NULL,NULL,General Area,0.0,677.6,0.0,0.0
626,1601-06-101-4913-000-00-00-GA,"Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Scheme for Development of other Backward Classes and Denotified, Nomadic and Semi-Nomadic Tribes$NULL$NULL$NULL",Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,"Scheme for Development of other Backward Classes and Denotified, Nomadic and Semi-Nomadic Tribes",NULL,NULL,NULL,General Area,0.0,1000.0,0.0,0.0
627,1601-06-101-4915-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Programme for Persons with Disabilities$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Programme for Persons with Disabilities,NULL,NULL,NULL,General Area,0.0,113.07,0.0,0.0
628,1601-06-101-4916-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Handloom Development Programme$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Handloom Development Programme,NULL,NULL,NULL,General Area,0.0,520.0,0.0,0.0
629,1601-06-101-4918-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Umbrella Scheme for Education of ST Students$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Umbrella Scheme for Education of ST Students,NULL,NULL,NULL,General Area,0.0,9002.8,0.0,0.0
630,1601-06-101-4919-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Nirmal Bharat Abhiyan(NBA)$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Nirmal Bharat Abhiyan(NBA),NULL,NULL,NULL,General Area,0.0,76000.0,0.0,0.0
631,1601-06-101-4920-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Rural Drinking Water Programme(NRDWP)$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Rural Drinking Water Programme(NRDWP),NULL,NULL,NULL,General Area,0.0,75062.4,40027.0,46031.05
632,1601-06-101-4921-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Rural Livelihood Mission (NRLM)$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Rural Livelihood Mission (NRLM),NULL,NULL,NULL,General Area,0.0,9319.6,0.0,0.0
633,1601-06-101-4922-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Integrated Watershed Management Programme (IWMP)$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Integrated Watershed Management Programme (IWMP),NULL,NULL,NULL,General Area,0.0,5650.7,0.0,0.0
634,1601-06-101-4923-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Fishery Development Board (Blue Revolution)$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Fishery Development Board (Blue Revolution),NULL,NULL,NULL,General Area,0.0,2072.7,0.0,0.0
635,1601-06-101-4933-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Pradhan Mantri Gram Sadak Yojana$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Pradhan Mantri Gram Sadak Yojana,NULL,NULL,NULL,General Area,0.0,96715.0,80000.0,125000.0
636,1601-06-101-5076-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National welfare of fishermen and fisheries$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National welfare of fishermen and fisheries,NULL,NULL,NULL,General Area,0.0,58.3,0.0,0.0
637,1601-06-101-5391-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$NAtional Mission on Food Processing$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,NAtional Mission on Food Processing,NULL,NULL,NULL,General Area,0.0,1275.0,0.0,0.0
638,1601-06-101-5407-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Central Assistance to Arogya Nidhi$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Central Assistance to Arogya Nidhi,NULL,NULL,NULL,General Area,0.0,500.5,0.0,0.0
639,1601-06-101-5651-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Implementation of MInor Irrigation Statistics$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Implementation of MInor Irrigation Statistics,NULL,NULL,NULL,General Area,0.0,8.8,0.0,0.0
640,1601-06-101-5665-257-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Swachh Bharat Mission (SBM)$SBM- Rural$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Swachh Bharat Mission (SBM),SBM- Rural,NULL,NULL,General Area,0.0,0.0,130000.0,199500.0
